accession	entry_name	protein_names	organism	decision	reason	current_rhea_ids	current_rxn_chebis	current_ligand_chebis
A0A2Y9L518	A0A2Y9L518_ENHLU	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Enhydra lutris kenyoni (northern sea otter)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A2Y9L8R8	A0A2Y9L8R8_ENHLU	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-de	Enhydra lutris kenyoni (northern sea otter)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:137724']	RHEA:11388;RHEA:20233;RHEA:42200;RHEA:47540;RHEA:53820;RHEA:65056;RHEA:65060;RHEA:68656;RHEA:68976;RHEA:68980;RHEA:69436;RHEA:69440;RHEA:69452;RHEA:69456	CHEBI:132028;CHEBI:132030;CHEBI:137724;CHEBI:137818;CHEBI:15378;CHEBI:16827;CHEBI:183368;CHEBI:183806;CHEBI:183807;CHEBI:183808;CHEBI:183809;CHEBI:35346;CHEBI:35349;CHEBI:36234;CHEBI:36252;CHEBI:42989;CHEBI:47787;CHEBI:47789;CHEBI:57783;CHEBI:58349;CHEBI:64294;CHEBI:78600;CHEBI:78604;CHEBI:78605;CHEBI:79834;CHEBI:81471;CHEBI:9407	
A0A2Y9LBX5	A0A2Y9LBX5_DELLE	Catechol O-methyltransferase (EC 2.1.1.6)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:1189', 'CHEBI:136972']	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	CHEBI:1156;CHEBI:1189;CHEBI:134251;CHEBI:136972;CHEBI:136975;CHEBI:136980;CHEBI:15378;CHEBI:28744;CHEBI:28955;CHEBI:33566;CHEBI:57856;CHEBI:59789;CHEBI:62845;CHEBI:87602;CHEBI:89268	CHEBI:18420;CHEBI:59789
A0A2Y9LBZ4	A0A2Y9LBZ4_DELLE	Catechol O-methyltransferase (EC 2.1.1.6)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:1189', 'CHEBI:136972']	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	CHEBI:1156;CHEBI:1189;CHEBI:134251;CHEBI:136972;CHEBI:136975;CHEBI:136980;CHEBI:15378;CHEBI:28744;CHEBI:28955;CHEBI:33566;CHEBI:57856;CHEBI:59789;CHEBI:62845;CHEBI:87602;CHEBI:89268	CHEBI:18420;CHEBI:59789
A0A2Y9LFT4	A0A2Y9LFT4_ENHLU	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-de	Enhydra lutris kenyoni (northern sea otter)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:137724']	RHEA:11388;RHEA:20233;RHEA:42200;RHEA:47540;RHEA:53820;RHEA:65056;RHEA:65060;RHEA:68656;RHEA:68976;RHEA:68980;RHEA:69436;RHEA:69440;RHEA:69452;RHEA:69456	CHEBI:132028;CHEBI:132030;CHEBI:137724;CHEBI:137818;CHEBI:15378;CHEBI:16827;CHEBI:183368;CHEBI:183806;CHEBI:183807;CHEBI:183808;CHEBI:183809;CHEBI:35346;CHEBI:35349;CHEBI:36234;CHEBI:36252;CHEBI:42989;CHEBI:47787;CHEBI:47789;CHEBI:57783;CHEBI:58349;CHEBI:64294;CHEBI:78600;CHEBI:78604;CHEBI:78605;CHEBI:79834;CHEBI:81471;CHEBI:9407	
A0A2Y9LGT5	A0A2Y9LGT5_ENHLU	Acyl-coenzyme A diphosphatase NUDT19 (EC 3.6.1.77) (Nucleoside diphosphate-linked moiety X motif 19)	Enhydra lutris kenyoni (northern sea otter)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132020', 'CHEBI:57373']	RHEA:49976;RHEA:49980;RHEA:50016;RHEA:50024;RHEA:50028;RHEA:50032;RHEA:50036;RHEA:50044;RHEA:64988;RHEA:67464;RHEA:67468;RHEA:67472;RHEA:67524;RHEA:67528;RHEA:67532;RHEA:67536;RHEA:67540;RHEA:67544;RHEA:67592;RHEA:RHEA-COMP:15719;RHEA:RHEA-COMP:17276	CHEBI:132011;CHEBI:132012;CHEBI:132013;CHEBI:132015;CHEBI:132017;CHEBI:132018;CHEBI:132020;CHEBI:132023;CHEBI:144051;CHEBI:15377;CHEBI:15378;CHEBI:172362;CHEBI:172363;CHEBI:172364;CHEBI:172371;CHEBI:172383;CHEBI:172384;CHEBI:172385;CHEBI:172386;CHEBI:172387;CHEBI:172388;CHEBI:172389;CHEBI:57287;CHEBI:57292;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57379;CHEBI:57383;CHEBI:57384;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58342;CHEBI:58343;CHEBI:61540;CHEBI:61723;CHEBI:62620;CHEBI:65060;CHEBI:74034;CHEBI:77061	
A0A2Y9LH83	A0A2Y9LH83_ENHLU	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Enhydra lutris kenyoni (northern sea otter)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A2Y9LJD0	A0A2Y9LJD0_DELLE	Catechol O-methyltransferase (EC 2.1.1.6)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:1189', 'CHEBI:136972']	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	CHEBI:1156;CHEBI:1189;CHEBI:134251;CHEBI:136972;CHEBI:136975;CHEBI:136980;CHEBI:15378;CHEBI:28744;CHEBI:28955;CHEBI:33566;CHEBI:57856;CHEBI:59789;CHEBI:62845;CHEBI:87602;CHEBI:89268	CHEBI:18420;CHEBI:59789
A0A2Y9LLP5	A0A2Y9LLP5_DELLE	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A2Y9LR84	A0A2Y9LR84_DELLE	O-acyltransferase	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:152049', 'CHEBI:15889', 'CHEBI:16113']	RHEA:17729;RHEA:41436;RHEA:42792;RHEA:42796;RHEA:42812;RHEA:42816;RHEA:59816;RHEA:64320;RHEA:64324;RHEA:64328	CHEBI:152049;CHEBI:152050;CHEBI:15889;CHEBI:16113;CHEBI:17002;CHEBI:232093;CHEBI:3663;CHEBI:41509;CHEBI:46898;CHEBI:57287;CHEBI:57368;CHEBI:57379;CHEBI:57383;CHEBI:57387;CHEBI:57394;CHEBI:58342;CHEBI:61540;CHEBI:75121;CHEBI:82750;CHEBI:82751;CHEBI:83139;CHEBI:84323;CHEBI:88768	
A0A2Y9LTK4	A0A2Y9LTK4_DELLE	Carbonyl reductase (NADPH) (EC 1.1.1.184)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:139311', 'CHEBI:16827', 'CHEBI:17650']	RHEA:11636;RHEA:15937;RHEA:19257;RHEA:20744;RHEA:24508;RHEA:63476;RHEA:63480;RHEA:63492;RHEA:63500;RHEA:63504;RHEA:70215;RHEA:70219	CHEBI:133409;CHEBI:139311;CHEBI:145544;CHEBI:15378;CHEBI:15734;CHEBI:16827;CHEBI:17087;CHEBI:17478;CHEBI:17650;CHEBI:189050;CHEBI:229723;CHEBI:28869;CHEBI:35681;CHEBI:57397;CHEBI:57400;CHEBI:57401;CHEBI:57404;CHEBI:57406;CHEBI:57408;CHEBI:57783;CHEBI:58349;CHEBI:606564;CHEBI:64677;CHEBI:6746;CHEBI:75296	
A0A2Y9LTM1	A0A2Y9LTM1_DELLE	Carbonyl reductase (NADPH) (EC 1.1.1.184)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:139311', 'CHEBI:16827', 'CHEBI:17650']	RHEA:11636;RHEA:15937;RHEA:19257;RHEA:20744;RHEA:24508;RHEA:63476;RHEA:63480;RHEA:63492;RHEA:63500;RHEA:63504;RHEA:70215;RHEA:70219	CHEBI:133409;CHEBI:139311;CHEBI:145544;CHEBI:15378;CHEBI:15734;CHEBI:16827;CHEBI:17087;CHEBI:17478;CHEBI:17650;CHEBI:189050;CHEBI:229723;CHEBI:28869;CHEBI:35681;CHEBI:57397;CHEBI:57400;CHEBI:57401;CHEBI:57404;CHEBI:57406;CHEBI:57408;CHEBI:57783;CHEBI:58349;CHEBI:606564;CHEBI:64677;CHEBI:6746;CHEBI:75296	
A0A2Y9LYA9	A0A2Y9LYA9_DELLE	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A2Y9LZW6	A0A2Y9LZW6_DELLE	Glucosylceramidase (EC 3.2.1.45)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A2Y9LZX0	A0A2Y9LZX0_DELLE	Glucosylceramidase (EC 3.2.1.45)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A2Y9M1R5	A0A2Y9M1R5_DELLE	Glucosylceramidase (EC 3.2.1.45)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A2Y9M352	A0A2Y9M352_DELLE	Estradiol 17-beta-dehydrogenase (EC 1.1.1.62)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16469', 'CHEBI:17263']	RHEA:24612;RHEA:24616	CHEBI:15378;CHEBI:16469;CHEBI:17263;CHEBI:57540;CHEBI:57783;CHEBI:57945;CHEBI:58349	CHEBI:58349
A0A2Y9M9X4	A0A2Y9M9X4_DELLE	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A2Y9MH78	A0A2Y9MH78_DELLE	Catechol O-methyltransferase (EC 2.1.1.6) (Catechol O-methyltransferase 2)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:1189', 'CHEBI:136972']	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	CHEBI:1156;CHEBI:1189;CHEBI:134251;CHEBI:136972;CHEBI:136975;CHEBI:136980;CHEBI:15378;CHEBI:28744;CHEBI:28955;CHEBI:33566;CHEBI:57856;CHEBI:59789;CHEBI:62845;CHEBI:87602;CHEBI:89268	
A0A2Y9MIM7	A0A2Y9MIM7_DELLE	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.159) (EC 1.1.1.178) (EC 1.1.1.239) (EC 1.1.1.35) (EC 1.1.1.53) (EC 1.1.	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:11893', 'CHEBI:15994', 'CHEBI:16330']	RHEA:13281;RHEA:14929;RHEA:19409;RHEA:22432;RHEA:24612;RHEA:30799;RHEA:31159;RHEA:31195;RHEA:41980;RHEA:41992;RHEA:42004;RHEA:42008;RHEA:42012;RHEA:42016;RHEA:42020;RHEA:42024;RHEA:42028;RHEA:42036	CHEBI:11893;CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16422;CHEBI:16469;CHEBI:16962;CHEBI:17263;CHEBI:17347;CHEBI:17650;CHEBI:28952;CHEBI:29747;CHEBI:36234;CHEBI:36713;CHEBI:50169;CHEBI:57286;CHEBI:57312;CHEBI:57316;CHEBI:57318;CHEBI:57335;CHEBI:57349;CHEBI:57540;CHEBI:57945;CHEBI:62613;CHEBI:62617;CHEBI:62619;CHEBI:78594;CHEBI:78595;CHEBI:78596;CHEBI:78600;CHEBI:78601;CHEBI:78602;CHEBI:78603;CHEBI:78604;CHEBI:78605;CHEBI:90726	
A0A2Y9MPA4	A0A2Y9MPA4_DELLE	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A2Y9MRH3	A0A2Y9MRH3_DELLE	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:136966', 'CHEBI:143575', 'CHEBI:47788']	RHEA:33447;RHEA:33455;RHEA:34771;RHEA:34775;RHEA:46828;RHEA:46848;RHEA:47160;RHEA:47164;RHEA:47168;RHEA:47172	CHEBI:136966;CHEBI:143575;CHEBI:16526;CHEBI:47788;CHEBI:50593;CHEBI:52386;CHEBI:57540;CHEBI:57783;CHEBI:57945;CHEBI:58349;CHEBI:64925;CHEBI:87047;CHEBI:87050;CHEBI:87055;CHEBI:87056	
A0A2Y9MS25	A0A2Y9MS25_DELLE	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A2Y9MSV0	A0A2Y9MSV0_DELLE	Hedgehog protein	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A2Y9MTB7	A0A2Y9MTB7_DELLE	Bile salt export pump	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A2Y9MTC2	A0A2Y9MTC2_DELLE	Bile salt export pump	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A2Y9MU62	A0A2Y9MU62_DELLE	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:36234', 'CHEBI:57373', 'CHEBI:62989']	RHEA:11516;RHEA:14541;RHEA:15673;RHEA:16305;RHEA:16645;RHEA:20289;RHEA:30135;RHEA:30139;RHEA:30143;RHEA:31511;RHEA:40059;RHEA:40103;RHEA:40111;RHEA:40115;RHEA:40119;RHEA:40131;RHEA:40135;RHEA:40139;RHEA:40143;RHEA:40147;RHEA:40151;RHEA:40219;RHEA:40223;RHEA:40575;RHEA:40583;RHEA:40587;RHEA:40591;RHEA:40595;RHEA:59936;RHEA:59940;RHEA:59948;RHEA:59952	CHEBI:13705;CHEBI:143530;CHEBI:143531;CHEBI:143532;CHEBI:143533;CHEBI:15377;CHEBI:15378;CHEBI:15792;CHEBI:17120;CHEBI:17128;CHEBI:17272;CHEBI:17325;CHEBI:17968;CHEBI:18262;CHEBI:25629;CHEBI:25646;CHEBI:27689;CHEBI:29747;CHEBI:30031;CHEBI:30089;CHEBI:30245;CHEBI:30807;CHEBI:30823;CHEBI:30921;CHEBI:32360;CHEBI:32370;CHEBI:32372;CHEBI:32395;CHEBI:36234;CHEBI:43074;CHEBI:57286;CHEBI:57287;CHEBI:57288;CHEBI:57292;CHEBI:57368;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57378;CHEBI:57379;CHEBI:57380;CHEBI:57383;CHEBI:57384;CHEBI:57385;CHEBI:57386;CHEBI:57387;CHEBI:57392;CHEBI:57394;CHEBI:57404;CHEBI:61430;CHEBI:61540;CHEBI:62620;CHEBI:62989;CHEBI:63001;CHEBI:65060;CHEBI:76273;CHEBI:76282;CHEBI:76283;CHEBI:76315;CHEBI:76316;CHEBI:76317;CHEBI:76327;CHEBI:77061;CHEBI:77063;CHEBI:7896;CHEBI:84847;CHEBI:85674	
A0A2Y9MU91	A0A2Y9MU91_DELLE	Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/ta	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:191405', 'CHEBI:191407']	RHEA:51840;RHEA:71083;RHEA:71875;RHEA:71911;RHEA:71915;RHEA:71923;RHEA:71927;RHEA:71935;RHEA:72087;RHEA:72167;RHEA:72171;RHEA:72179	CHEBI:132028;CHEBI:133064;CHEBI:191405;CHEBI:191406;CHEBI:191407;CHEBI:29101;CHEBI:29746;CHEBI:29747;CHEBI:36257;CHEBI:36261;CHEBI:58874;CHEBI:60050;CHEBI:9407	
A0A2Y9MUL2	A0A2Y9MUL2_DELLE	Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVI	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:137046', 'CHEBI:137049', 'CHEBI:138141']	RHEA:14753;RHEA:46308;RHEA:47220;RHEA:50236;RHEA:50244;RHEA:53216;RHEA:53220;RHEA:53224;RHEA:53228;RHEA:65760;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:137046;CHEBI:137049;CHEBI:138141;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16422;CHEBI:16581;CHEBI:17026;CHEBI:17252;CHEBI:27582;CHEBI:27771;CHEBI:28689;CHEBI:28750;CHEBI:30089;CHEBI:57618;CHEBI:58210;CHEBI:61313;CHEBI:763	CHEBI:30413
A0A2Y9MUV2	A0A2Y9MUV2_DELLE	Bile salt export pump	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A2Y9MUV8	A0A2Y9MUV8_DELLE	Bile salt export pump	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A2Y9MXP7	A0A2Y9MXP7_DELLE	Bile salt export pump	Delphinapterus leucas (Beluga whale)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
